,name,salary_from,salary_to,salary_currency,area_name,published_at
1586,Главный специалист по управлению уязвимостями,,,,Москва,2022-12-12T08:01:05+0300
1587,Механик (слесарь),1200.0,,BYR,Полоцк,2022-12-12T08:42:05+0300
1588,Старший программист .NET,,,,Казань,2022-12-12T10:40:51+0300
1589,Битрикс программист,,,,Москва,2022-12-12T07:55:26+0300
1590,Менеджер по развитию бизнеса ИТ (периферия к ПК),580000.0,,KZT,Алматы,2022-12-12T06:39:14+0300
1591,Главный инженер проектов / ГИП с командой удаленно (автомобильные дороги) в Москву,150000.0,200000.0,RUR,Воронеж,2022-12-12T11:12:06+0300
1592,Главный специалист поддержки инфраструктуры,,,,Санкт-Петербург,2022-12-12T08:01:15+0300
1593,Инженер-программист,,,,Владимир,2022-12-12T08:59:23+0300
1594,Архитектор IBM Cognos Planning Analytics (ТМ1),,,,Москва,2022-12-12T09:23:53+0300
1595,Руководитель проектов АСУТП,90000.0,130000.0,RUR,Казань,2022-12-12T08:50:09+0300
1596,Инженер по тестированию (backend),,,,Томск,2022-12-12T11:07:18+0300
1597,DevOps Big Data platform,,,,Москва,2022-12-12T10:44:41+0300
1598,Программист 1С:ЗУП (ИТ-компания),,,,Курск,2022-12-12T09:08:32+0300
1599,"Мастер-механик (организация ремонта промоборудования, ГПМ, станков)",,245000.0,KZT,Павлодар,2022-12-12T06:47:53+0300
1600,Инженер-электромеханик,1241.0,1241.0,BYR,Орша,2022-12-12T07:45:05+0300
1601,Инженер ТОИР (завод в г. Хотьково),,,,Сергиев Посад,2022-12-12T11:14:13+0300
1602,"Senior React Native developer, New Zealand",4750.0,6000.0,USD,Санкт-Петербург,2022-12-12T09:50:07+0300
1603,Токарь-универсал (3-4 разряд),50000.0,60000.0,RUR,Новосибирск,2022-12-12T08:19:59+0300
1604,Старший программист 1С,10.0,,KZT,Шымкент,2022-12-12T08:56:24+0300
1605,Ведущий инженер / Team Lead,150000.0,,RUR,Раменское,2022-12-12T10:30:15+0300
1606,Инженер по автоматизации тестирования (Webscanner - BlackBox),,,,Нижний Новгород,2022-12-12T11:25:15+0300
1607,Инженер-механик,,,,Пушкино (Московская область),2022-12-12T10:41:14+0300
1608,Оператор-наладчик станков с ЧПУ,32000.0,45000.0,RUR,Ижевск,2022-12-12T08:10:56+0300
1609,Программист 1С-Битрикс (удалённо),,,,Волгоград,2022-12-12T10:07:23+0300
1610,Специалист по безопасности CI/CD конвейера (DevSecOps),,,,Воронеж,2022-12-12T10:22:38+0300
1611,Категорийный менеджер,,,,Киров (Кировская область),2022-12-12T10:39:57+0300
1612,Инженер сервисной службы,,,,Казань,2022-12-12T10:36:14+0300
1613,Системный администратор отдела ИТ,,,,Химки,2022-12-12T11:24:43+0300
1614,Бизнес - аналитик по внедрению 1С ERP,,,,Москва,2022-12-12T09:38:08+0300
1615,Системный аналитик Creatio (удаленно),,,,Москва,2022-12-12T10:02:48+0300
1616,Специалист службы поддержки умных устройств Яндекса,13000.0,26000.0,RUR,Химки,2022-12-12T08:55:24+0300
1617,"Токарь , фрезеровщик, токарь-расточник, оператор ЧПУ, станочник ШП, шлифовщик, зуборезчик",120000.0,250000.0,KZT,Павлодар,2022-12-12T06:49:53+0300
1618,Руководитель аналитического отдела,,180000.0,RUR,Москва,2022-12-12T10:08:52+0300
1619,Ведущий специалист сетевой безопасности,,,,Алматы,2022-12-12T10:07:31+0300
1620,Токарь (подработка),13000.0,,RUR,Гусь-Хрустальный,2022-12-12T07:59:59+0300
1621,Инженер-электроник,110000.0,130000.0,RUR,Москва,2022-12-12T10:16:06+0300
1622,Битрикс программист,,,,Воронеж,2022-12-12T07:54:16+0300
1623,"Руководитель службы по управлению проектами строительства, г. Норильск",,,,Красноярск,2022-12-12T09:07:54+0300
1624,Главный специалист поддержки Siebel CRM,,,,Воронеж,2022-12-12T08:00:59+0300
1625,DevOps инженер,,,,Москва,2022-12-12T08:45:27+0300
1626,Программист 1С:ЗУП (ИТ-компания),,,,Саранск,2022-12-12T09:12:34+0300
1627,Тракторист - машинист (Тверская область),,,,Тула,2022-12-12T10:38:42+0300
1628,Программист Delphi,,,,Саратов,2022-12-12T08:19:26+0300
1629,Инженер ТОИР (завод в г. Хотьково),,,,Пушкино (Московская область),2022-12-12T11:14:39+0300
1630,Техник,45000.0,45000.0,RUR,Серпухов,2022-12-12T10:18:23+0300
1631,Механик,35000.0,,RUR,Кореновск,2022-12-12T07:44:08+0300
1632,Механик в ремонтно-механический участок НЛТ,55000.0,,RUR,Набережные Челны,2022-12-12T10:09:15+0300
1633,Team Lead/Senior developer ML,,,,Москва,2022-12-12T10:47:17+0300
1634,Ведущий инженер - программист АСУТП,,,,Нижневартовск,2022-12-12T09:28:29+0300
1635,Разработчик Python,,280000.0,RUR,Москва,2022-12-12T09:38:28+0300
1636,SQL Developer (PostgreSQL),,,,Минск,2022-12-12T10:18:04+0300
1637,Токарь-универсал 6 разряда,55000.0,65000.0,RUR,Новосибирск,2022-12-12T08:33:24+0300
1638,Системный администратор Linux,50000.0,65000.0,RUR,Волгоград,2022-12-12T11:09:15+0300
1639,Специалист по информационной безопасности (методолог),,,,Новосибирск,2022-12-12T08:32:52+0300
1640,Специалист по управлению уязвимостями,,,,Санкт-Петербург,2022-12-12T10:04:12+0300
1641,Системный администратор,65000.0,,RUR,Ростов-на-Дону,2022-12-12T11:01:31+0300
1642,Senior Frontend Developer,,4000.0,USD,Астана,2022-12-12T10:26:05+0300
1643,Начальник отдела разработки ПО (SAP ERP),,,,Саратов,2022-12-12T06:41:09+0300
1644,Инженер-программист АСУ ТП,,120000.0,RUR,Екатеринбург,2022-12-12T07:08:40+0300
1645,Наладчик технологического оборудования,55000.0,56000.0,RUR,Москва,2022-12-12T10:55:30+0300
1646,Наладчик станков и манипуляторов с программным управлением 6 разряда,34000.0,,RUR,Курск,2022-12-12T10:56:16+0300
1647,Заместитель технического директора по горно-шахтному оборудованию,,,,Москва,2022-12-12T08:31:26+0300
1648,Токарь (4-6 разряд на 16К20),,,,Пермь,2022-12-12T09:52:31+0300
1649,Инженер-программист группы разработки ИВК,,,,Уфа,2022-12-12T09:21:06+0300
1650,Фрезеровщик,,,,Павлодар,2022-12-12T06:50:38+0300
1651,Токарь (4-6 разряд на 16К20),,,,Самара,2022-12-12T09:52:31+0300
1652,Системный аналитик DWH,,,,Казань,2022-12-12T10:06:16+0300
1653,Механик по выпуску транспорта,52200.0,60000.0,RUR,Сургут,2022-12-12T10:24:19+0300
1654,Руководитель отдела BI,,,,Москва,2022-12-12T09:41:10+0300
1655,Программист 1С (поддержка),,,,Кемерово,2022-12-12T11:16:37+0300
1656,DevOps Engineer,,,,Санкт-Петербург,2022-12-12T09:27:58+0300
1657,Программист 1С,120000.0,150000.0,RUR,Владивосток,2022-12-12T06:49:46+0300
1658,Наладчик зубошлифовальных станков,70000.0,125000.0,RUR,Химки,2022-12-12T09:18:41+0300
1659,Программист 1С,130000.0,,RUR,Ростов-на-Дону,2022-12-12T08:59:24+0300
1660,Senior Backend developer,,,,Алматы,2022-12-12T08:37:51+0300
1661,Middle developer (программист PHP),450000.0,,KZT,Алматы,2022-12-12T11:59:48+0300
1662,Начальник ремонтно-механической мастерской,78518.0,78518.0,RUR,Нижневартовск,2022-12-12T07:37:29+0300
1663,Team Lead Java,,,,Алматы,2022-12-12T07:23:35+0300
1664,"Токарь (5-6 разряд, Инструментальный участок)",40000.0,,RUR,Пермь,2022-12-12T07:31:13+0300
1665,Программист 1С (ERP),150000.0,,RUR,Пермь,2022-12-12T07:31:37+0300
1666,Инженер по технической защите информации,,,,Москва,2022-12-12T11:43:55+0300
1667,Senior frontend developer,,,,Москва,2022-12-12T10:47:37+0300
1668,Инженер-электронщик (проектирование схем и печатных плат БРЗА),,,,Санкт-Петербург,2022-12-12T10:14:37+0300
1669,Регулировщик РЭА и приборов,65000.0,,RUR,Москва,2022-12-12T09:56:03+0300
1670,Инженер-разработчик,,,,Москва,2022-12-12T10:57:18+0300
1671,Токарь,,,,Александров,2022-12-12T11:26:50+0300
1672,Главный аналитик (кредитные продукты),,,,Москва,2022-12-12T10:02:05+0300
1673,Механик по эксплуатации складской техники,35000.0,,RUR,Новоалтайск,2022-12-12T09:47:09+0300
1674,Системный администратор,,,,Самара,2022-12-12T09:46:02+0300
1675,Токарь,,,,Струнино,2022-12-12T11:26:54+0300
1676,Механик по транспорту,1000.0,,BYR,Гродно,2022-12-12T09:44:06+0300
1677,Backend Middle/Middle+,1000.0,1200.0,USD,Алматы,2022-12-12T06:12:20+0300
1678,Руководитель проектного офиса «Цифровая экономика»,,,,Москва,2022-12-12T11:50:32+0300
1679,Программист Oracle PL/SQL (APEX),170000.0,,RUR,Мытищи,2022-12-12T08:58:36+0300
1680,Разработчик прикладных систем,,,,Москва,2022-12-12T09:17:41+0300
1681,Электромеханик,,,,Москва,2022-12-12T07:33:47+0300
1682,Специалист службы поддержки умных устройств Яндекса,13000.0,26000.0,RUR,Кострома,2022-12-12T08:55:23+0300
1683,Мастер по ремонту оборудования тепловых сетей,,,,Чита,2022-12-12T10:21:32+0300
